CustomerID,recency,frequency,promo,total_basket,avg_basket,std_basket,total_nb_d_items,avg_nb_d_items,std_nb_d_items,total_quantity,avg_quantity,std_quantity
12390.0,79,1,0.0,504.84,504.84,,31,31.0,,350,350.0,
12391.0,21,1,0.0,439.65999999999997,439.65999999999997,,92,93.0,,293,293.0,
12393.0,72,4,0.09375,1582.6000000000001,395.65000000000003,151.42475579199942,47,16.0,9.309493362512628,816,204.0,100.65121294185514
12394.0,63,2,0.16,1080.48,540.24,267.51263745849474,25,12.5,10.606601717798213,808,404.0,316.7838379715733
12395.0,19,12,0.06993006993006994,2662.2799999999997,221.85666666666665,66.11019716879514,89,11.916666666666666,3.287948609787881,2092,174.33333333333334,138.07332263780148
12397.0,35,2,0.0,2214.8999999999996,1107.4499999999998,3.337544007200443,109,62.0,9.899494936611665,1250,625.0,101.82337649086284
12398.0,45,1,0.011904761904761904,1435.6599999999999,1435.6599999999999,,84,84.0,,1389,1389.0,
12399.0,119,4,0.0,1033.65,258.4125,143.61915224532788,46,13.75,7.804912982645398,1173,293.25,164.1774954127392
12401.0,303,1,0.0,69.3,69.3,,4,4.0,,10,10.0,
12402.0,323,1,0.5,195.6,195.6,,10,10.0,,92,92.0,
12403.0,49,1,0.0,391.7,391.7,,4,4.0,,94,94.0,
12405.0,148,1,0.0,1390.3900000000006,1390.3900000000006,,53,53.0,,849,849.0,
12406.0,22,2,0.05825242718446602,3280.7500000000005,1640.3750000000002,217.32926919768565,90,51.5,6.363961030678928,1809,904.5,170.41273426595797
12407.0,49,5,0.041666666666666664,1507.12,301.424,187.06354770505132,56,14.4,10.691117808723277,1403,280.6,138.68958143999137
12408.0,32,5,0.12871287128712872,2587.7000000000003,517.5400000000001,261.48619533352047,80,20.2,10.73312629199899,1382,276.4,144.83197160848152
12409.0,78,2,0.6851851851851852,11056.93,5528.465,944.4471722918107,91,54.0,14.142135623730951,5543,2771.5,514.06662992262
12410.0,308,2,0.0,521.0799999999999,260.53999999999996,272.2926792993157,25,12.5,12.020815280171307,205,102.5,133.64318164425748
12412.0,74,3,0.017241379310344827,1142.88,380.96000000000004,88.39763118998155,42,19.333333333333332,6.6583281184793925,824,274.6666666666667,70.69181942299501
12413.0,66,3,0.027777777777777776,676.1500000000001,225.38333333333335,170.7237705573929,28,12.0,9.848857801796104,281,93.66666666666667,76.42207360006226
12414.0,217,3,0.06666666666666667,442.41,147.47,48.29698437790915,15,5.0,1.0,297,99.0,52.716221412388805
12415.0,24,19,0.9036697247706422,123638.18000000002,6507.272631578949,7897.177086742834,441,34.421052631578945,42.39931313578045,76946,4049.7894736842104,4742.410083244681
12417.0,3,9,0.01098901098901099,3155.8,350.64444444444445,81.34668602824448,156,20.22222222222222,6.495725089968359,1514,168.22222222222223,87.49253936447636
12418.0,112,1,0.058823529411764705,668.5799999999997,668.5799999999997,,34,34.0,,407,407.0,
12420.0,63,1,0.0,600.3900000000001,600.3900000000001,,29,29.0,,345,345.0,
12421.0,15,4,0.0,639.0400000000001,159.76000000000002,24.61234514087054,31,10.25,2.0615528128088303,478,119.5,36.737809769591145
12422.0,95,3,0.13157894736842105,683.56,227.85333333333332,75.39590528227203,38,12.666666666666666,4.509249752822894,367,122.33333333333333,45.720163312627534
12423.0,0,8,0.07758620689655173,1624.1100000000001,203.01375000000002,80.89397680871285,95,14.5,5.3718844791323335,1312,164.0,57.031319716200045
12424.0,162,2,0.06666666666666667,1760.9600000000003,880.4800000000001,828.5028733806541,30,15.0,11.313708498984761,740,370.0,229.1025971044414
12425.0,78,1,0.0,777.1999999999999,777.1999999999999,,36,36.0,,496,496.0,
12426.0,194,1,0.0,510.7299999999999,510.7299999999999,,29,29.0,,254,254.0,
12427.0,21,3,0.14814814814814814,582.37,194.12333333333333,51.68796217044482,24,9.0,5.0,229,76.33333333333333,32.036437588054845
12428.0,25,8,0.03832752613240418,6366.0,795.75,886.6265040832337,256,35.875,37.76028715084521,3477,434.625,414.03931404086325
12429.0,9,4,0.09574468085106383,3388.4,847.1,325.37535288750246,81,23.5,4.654746681256314,1538,384.5,136.10167767763434
12430.0,43,1,0.0,216.4,216.4,,10,10.0,,116,116.0,
12431.0,35,15,0.05240174672489083,6243.889999999999,416.2593333333333,158.3023079638028,160,15.266666666666667,9.706159065743968,2839,189.26666666666668,93.83683914621369
12432.0,42,4,0.08411214953271028,4359.320000000001,1089.8300000000002,1239.3419506065845,106,26.75,26.170912606683526,1800,450.0,456.4413069241944
12433.0,0,7,0.1761904761904762,13375.870000000003,1910.8385714285719,966.5069202619743,219,60.0,27.018512172212592,11071,1581.5714285714287,792.1272745257666
12434.0,84,2,0.0,792.9399999999998,396.4699999999999,174.5422378680873,45,24.5,13.435028842544403,386,193.0,175.36248173426378
12435.0,79,2,0.9444444444444444,7829.889999999999,3914.9449999999997,90.57330760218433,31,18.0,1.4142135623730951,2055,1027.5,210.0107140124046
12436.0,99,1,0.0,429.01000000000005,429.01000000000005,,15,15.0,,209,209.0,
12437.0,1,18,0.03260869565217391,4392.659999999999,244.0366666666666,154.14365969292868,117,10.222222222222221,7.885620237872714,2889,160.5,128.9173241678101
12438.0,14,2,0.052083333333333336,2466.85,1233.425,655.2829251933855,83,48.0,0.0,1169,584.5,2.1213203435596424
12441.0,366,1,0.1,155.55,155.55,,10,10.0,,120,120.0,
12442.0,3,1,0.0,144.06,144.06,,11,11.0,,181,181.0,
12444.0,21,5,0.005813953488372093,4085.4599999999996,817.0919999999999,595.3342472678688,137,34.4,31.95778465413396,1130,226.0,211.37998959220334
12445.0,22,1,0.0,77.4,77.4,,3,3.0,,60,60.0,
12446.0,57,1,0.0,1002.3099999999998,1002.3099999999998,,57,57.0,,351,351.0,
12447.0,243,1,0.08,431.49,431.49,,25,25.0,,187,187.0,
12448.0,44,1,0.0,365.4500000000001,365.4500000000001,,21,21.0,,240,240.0,
12449.0,22,4,0.0,3596.29,899.0725,233.06767291568627,117,46.75,8.381527307120106,1523,380.75,105.3640514280527
12450.0,156,2,0.0,197.88,98.94,4.157787873376896,7,4.0,2.8284271247461903,128,64.0,0.0
12451.0,10,5,0.0625,8893.519999999999,1778.7039999999997,1137.8849141411445,263,70.4,39.329378332234036,6454,1290.8,851.4656188009002
12452.0,16,1,0.0,348.57000000000005,348.57000000000005,,20,20.0,,181,181.0,
12453.0,134,1,0.0,707.0899999999999,707.0899999999999,,43,43.0,,473,473.0,
12455.0,73,5,0.09411764705882353,2339.8599999999997,467.9719999999999,685.4232305079831,84,17.0,14.317821063276353,2084,416.8,627.3397803423595
12456.0,44,3,0.01639344262295082,2553.8900000000003,851.2966666666667,144.95840932258216,104,40.666666666666664,3.0550504633038926,1601,533.6666666666666,83.76355611680616
12457.0,81,4,0.07017543859649122,1597.7799999999997,399.44499999999994,262.8074195426504,52,14.25,16.194134740701646,686,171.5,146.29308482176
12458.0,71,2,0.0,787.4000000000001,393.70000000000005,44.943707012217025,34,18.0,0.0,502,251.0,24.041630560342615
12461.0,154,1,0.0,626.8800000000001,626.8800000000001,,34,34.0,,282,282.0,
12462.0,18,2,0.0,872.01,436.005,194.1785931816378,50,30.0,12.727922061357855,505,252.5,34.64823227814083
12463.0,53,4,0.0,1175.5800000000002,293.89500000000004,25.913464325198472,63,19.5,2.081665999466133,752,188.0,22.992752481307377
12464.0,10,8,0.4090909090909091,957.0500000000001,119.63125000000001,64.14410638498732,5,2.75,1.2817398889233114,95,11.875,4.517821851923146
12465.0,17,2,0.0,673.89,336.945,104.64473254779718,45,22.5,3.5355339059327378,471,235.5,79.90306627407988
12468.0,187,2,0.027777777777777776,652.04,326.02,200.01222412642684,35,18.0,9.899494936611665,360,180.0,77.78174593052023
12471.0,2,27,0.05263157894736842,16448.97,609.2211111111111,563.0542118204232,148,16.185185185185187,11.378241844168523,7879,291.81481481481484,272.60679446313213
12472.0,32,7,0.02710843373493976,5859.18,837.0257142857143,457.5441285405211,218,47.42857142857143,25.48108542204814,4035,576.4285714285714,308.8801586067845
12473.0,53,3,0.0,2545.27,848.4233333333333,629.7361111079254,136,52.333333333333336,39.551653989856526,2323,774.3333333333334,675.4364021381534
12474.0,17,18,0.007481296758104738,6524.279999999999,362.4599999999999,224.084566967342,249,22.27777777777778,14.48246629774637,4734,263.0,192.60810562627205
12475.0,53,1,0.0,669.38,669.38,,35,35.0,,532,532.0,
12476.0,15,11,0.06334841628959276,5656.2699999999995,514.2063636363636,450.8168552810049,173,20.09090909090909,18.45781430968762,2291,208.27272727272728,211.33390211184332
12477.0,22,6,0.1644295302013423,13127.759999999998,2187.9599999999996,1100.9967049723627,191,49.666666666666664,22.455882673960215,3623,603.8333333333334,300.71209930208437
12478.0,3,1,0.0,545.99,545.99,,35,35.0,,233,233.0,
12479.0,11,1,0.0,438.29999999999995,438.29999999999995,,29,29.0,,360,360.0,
12480.0,28,4,0.06,2885.6300000000006,721.4075000000001,206.0346762683408,128,37.5,3.1091263510296048,1685,421.25,123.39199055584334
12481.0,22,10,0.10096153846153846,4998.36,499.83599999999996,347.0620070823079,149,20.8,13.423031616508164,3248,324.8,210.46076435605124
12483.0,17,8,0.17647058823529413,1881.6299999999999,235.20374999999999,125.73615651576574,45,8.5,5.451081150953975,1086,135.75,91.37950692422392
12484.0,35,4,0.017699115044247787,3892.8699999999994,973.2174999999999,211.36470083325946,255,84.75,28.998563182796946,2160,540.0,211.91665028181873
12488.0,9,3,0.037037037037037035,1244.6599999999999,414.8866666666666,178.0431426181119,45,18.0,9.848857801796104,526,175.33333333333334,88.66979944340312
12489.0,336,1,0.0,298.93,298.93,,14,14.0,,103,103.0,
12490.0,5,10,0.06382978723404255,4859.93,485.99300000000005,221.89051825168198,130,23.5,10.146154170149616,3033,303.3,162.51362336055945
12491.0,38,1,0.0,424.4000000000001,424.4000000000001,,24,25.0,,258,258.0,
12492.0,63,2,0.1111111111111111,227.21,113.605,7.375123727775695,18,9.0,1.4142135623730951,190,95.0,38.18376618407357
12493.0,165,2,0.0,362.79,181.395,2.609224022578359,17,9.5,0.7071067811865476,203,101.5,23.33452377915607
12494.0,15,7,0.014492753623188406,1000.3,142.9,126.0658099301049,61,9.857142857142858,6.9624845045565795,685,97.85714285714286,76.11707774086918
12497.0,81,1,0.15384615384615385,953.1,953.1,,13,13.0,,1231,1231.0,
12498.0,21,3,0.0,349.7,116.56666666666666,90.70391851145865,20,7.0,5.0,156,52.0,37.8021163428716
12500.0,23,11,0.29411764705882354,4026.27,366.02454545454543,299.89541374831447,32,4.636363636363637,2.73030134866931,2661,241.9090909090909,190.73198711566687
12501.0,336,1,0.10204081632653061,1945.6799999999994,1945.6799999999994,,147,147.0,,1714,1714.0,
12502.0,95,5,0.02112676056338028,2995.8700000000003,599.1740000000001,183.36386675133122,101,28.4,8.763560920082659,794,158.8,51.48494925704016
12504.0,18,2,0.375,400.09999999999997,200.04999999999998,236.7393503412561,5,4.0,1.4142135623730951,84,42.0,55.154328932550705
12506.0,232,1,0.0,73.50000000000003,73.50000000000003,,23,23.0,,23,23.0,
12507.0,134,3,0.3157894736842105,1011.56,337.18666666666667,298.90755767182156,18,6.333333333333333,5.507570547286102,874,291.3333333333333,332.0276092937654
12508.0,26,2,0.0,397.88,198.94,107.28224084162298,57,34.0,24.041630560342615,271,135.5,94.04520189781083
12509.0,284,1,0.0,158.5,158.5,,6,6.0,,54,54.0,
12510.0,142,2,0.16129032258064516,814.57,407.285,268.3682366637304,28,15.5,17.67766952966369,347,173.5,166.17009357883867
12512.0,66,2,0.0,132.18000000000004,66.09000000000002,71.26222140798029,31,15.5,19.091883092036785,96,48.0,62.22539674441618
12513.0,112,1,0.0,532.7900000000001,532.7900000000001,,33,33.0,,453,453.0,
12514.0,267,1,0.0,1017.6800000000002,1017.6800000000002,,51,51.0,,440,440.0,
12515.0,353,1,0.13333333333333333,278.7,278.7,,15,15.0,,128,128.0,
12516.0,77,2,0.041666666666666664,1186.06,593.03,90.26925168627467,19,12.0,0.0,868,434.0,130.10764773832474
12517.0,28,4,0.0036363636363636364,2263.6500000000005,565.9125000000001,185.02070773744947,231,68.75,47.21846390272912,1328,332.0,108.8577052853862
12518.0,0,5,0.008403361344537815,1840.89,368.178,80.3259069043108,83,23.8,6.833739825307955,1306,261.2,70.14770131657916
12519.0,63,1,0.0,276.84,276.84,,16,16.0,,172,172.0,
12520.0,79,5,0.0,2307.26,461.45200000000006,249.24823905095113,119,28.8,16.161683080669537,1415,283.0,197.40314080581393
12521.0,142,1,0.0,545.6800000000001,545.6800000000001,,37,37.0,,306,306.0,
12522.0,39,2,0.0,156.72,78.36,9.842926394116732,10,5.0,0.0,192,96.0,45.254833995939045
12523.0,19,11,0.0,1655.5700000000002,150.50636363636366,43.93054342316455,81,9.090909090909092,2.211539981756851,856,77.81818181818181,38.7138687857935
12524.0,9,8,0.19117647058823528,3945.7200000000003,493.21500000000003,283.93754806295,112,17.0,8.96022958889527,3669,458.625,376.3531538708975
12526.0,0,3,0.014705882352941176,1172.6599999999999,390.8866666666666,131.0501741064594,63,22.666666666666668,9.237604307034013,624,208.0,115.63736420379011
12527.0,81,3,0.0,330.71000000000004,110.23666666666668,44.460018368567205,17,5.666666666666667,3.0550504633038935,233,77.66666666666667,56.03867711976553
12528.0,9,6,0.011627906976744186,1634.28,272.38,93.74222485091764,49,14.333333333333334,7.916228058025278,734,122.33333333333333,83.59585316668924
12530.0,59,4,0.06557377049180328,1461.63,365.4075,33.53104370082547,49,15.25,3.304037933599835,891,222.75,93.41439931830638
12531.0,14,1,0.0,125.22,125.22,,17,17.0,,45,45.0,
12532.0,30,1,0.0,313.83,313.83,,15,15.0,,151,151.0,
12534.0,130,1,0.0,981.1800000000001,981.1800000000001,,62,62.0,,645,645.0,
12535.0,91,2,0.0,716.3500000000001,358.17500000000007,18.773685040502887,28,17.0,1.4142135623730951,219,109.5,7.7781745930520225
12536.0,59,1,0.00398406374501992,4151.260000000002,4151.260000000002,,251,251.0,,2672,2672.0,
12538.0,29,1,0.0,363.95,363.95,,21,21.0,,191,191.0,
12539.0,22,4,0.040293040293040296,5568.349999999999,1392.0874999999999,374.12686354363797,157,68.25,28.581754086596344,2067,516.75,152.66166294565684
12540.0,19,17,0.041304347826086954,11501.789999999997,676.575882352941,333.021724461386,276,27.058823529411764,11.599949289950011,6613,389.0,206.1792302827809
12541.0,29,3,0.02040816326530612,841.1799999999998,280.39333333333326,82.72280540052617,45,16.333333333333332,6.5064070986477125,675,225.0,83.5404093837228
12544.0,36,1,0.0,299.7,299.7,,18,18.0,,130,130.0,
12545.0,75,2,0.0,832.39,416.195,180.95569637344934,41,24.0,12.727922061357855,517,258.5,119.50104602052653
12546.0,46,2,0.0,1001.5,500.75,219.83949827089762,57,33.0,14.142135623730951,612,306.0,212.13203435596427
12547.0,197,2,0.0,151.8,75.9,78.48885271170678,6,3.0,2.8284271247461903,132,66.0,59.39696961966999
12548.0,166,1,0.0,67.19999999999999,67.19999999999999,,4,4.0,,48,48.0,
12550.0,79,1,0.0,824.8299999999994,824.8299999999994,,56,56.0,,564,564.0,
12551.0,357,1,0.5,168.0,168.0,,10,10.0,,100,100.0,
12552.0,39,1,0.0,317.81999999999994,317.81999999999994,,19,19.0,,85,85.0,
12553.0,8,10,0.07262569832402235,3238.2500000000005,323.82500000000005,149.4310553956796,93,17.9,8.824838682818955,1901,190.1,103.22623482213984
12556.0,50,2,0.0,599.5599999999997,299.77999999999986,12.68549565448664,100,59.5,7.7781745930520225,355,177.5,20.506096654409877
12557.0,16,5,0.6363636363636364,11990.96,2398.192,1589.420208415635,15,6.6,4.722287581247038,4384,876.8,432.75535814129444
12559.0,310,2,0.10526315789473684,500.21,250.105,246.78733770191693,19,9.5,12.020815280171307,279,139.5,146.37110370561533
12560.0,5,2,0.0,1894.31,947.155,454.60602069264314,90,51.5,34.64823227814083,1090,545.0,366.2813126546316
12561.0,302,1,0.0,238.85,238.85,,16,16.0,,177,177.0,
12562.0,8,7,0.024844720496894408,3385.74,483.6771428571428,99.97234729568733,98,23.0,4.163331998932265,1757,251.0,53.83617123582744
12564.0,261,1,0.0,402.9000000000001,402.9000000000001,,20,20.0,,130,130.0,
12565.0,288,1,0.0,131.17000000000002,131.17000000000002,,9,9.0,,75,75.0,
12566.0,86,1,0.0,292.70000000000005,292.70000000000005,,18,18.0,,261,261.0,
12567.0,22,9,0.0332541567695962,8322.939999999999,924.7711111111109,459.8477676211018,322,46.77777777777778,21.347000830197306,4045,449.44444444444446,209.0192043276832
12569.0,2,32,0.07643312101910828,3128.99,97.7809375,56.399698772895825,91,4.90625,2.519080413371566,1741,54.40625,51.23560970275365
12571.0,39,2,0.0,519.61,259.805,16.199816356983792,31,17.0,4.242640687119285,523,261.5,91.21677477306463
12572.0,8,2,0.0,896.7200000000003,448.3600000000001,20.760655095637105,52,29.0,8.48528137423857,444,222.0,93.33809511662427
12573.0,227,1,0.0,160.54,160.54,,26,28.0,,84,84.0,
12574.0,315,1,0.0,182.45000000000002,182.45000000000002,,10,10.0,,59,59.0,
12576.0,35,5,0.011363636363636364,1306.98,261.396,81.32888373757501,72,17.6,5.504543577809153,964,192.8,71.11750839280015
12577.0,35,3,0.0,591.4499999999999,197.14999999999998,130.11457566314388,135,48.0,25.514701644346147,465,155.0,139.68894014917572
12578.0,21,2,0.044642857142857144,2380.26,1190.13,283.23869227208365,110,56.0,18.384776310850235,1169,584.5,202.93964620053913
12579.0,78,1,0.0,374.71999999999997,374.71999999999997,,27,27.0,,276,276.0,
12580.0,246,1,0.0,379.7,379.7,,23,23.0,,236,236.0,
12581.0,39,1,0.0,179.70999999999998,179.70999999999998,,14,14.0,,160,160.0,
12582.0,238,2,0.0,351.36,175.68,14.877526676164985,20,10.0,1.4142135623730951,296,148.0,11.313708498984761
12583.0,2,15,0.05194805194805195,6629.340000000001,441.9560000000001,206.14863794290343,113,15.4,5.0539941771689,4978,331.8666666666667,160.1409498208494
12584.0,3,9,0.04395604395604396,1834.7500000000002,203.86111111111114,107.28192735084096,40,10.11111111111111,5.109903238918631,352,39.111111111111114,22.424564903496144
12585.0,234,2,0.07058823529411765,1768.51,884.255,304.0629869780273,76,42.5,30.405591591021544,1246,623.0,313.9554108468271
12586.0,17,1,0.0,196.94,196.94,,11,11.0,,79,79.0,
12587.0,7,1,0.0,104.0,104.0,,3,3.0,,50,50.0,
12588.0,39,1,0.0,174.9,174.9,,9,9.0,,52,52.0,
12589.0,28,2,0.0,574.68,287.34,245.8468856829388,28,16.5,10.606601717798213,302,151.0,97.58073580374356
12590.0,211,1,0.8208955223880597,9338.380000000003,9338.380000000003,,67,67.0,,4278,4278.0,
12591.0,317,1,0.0,368.84999999999985,368.84999999999985,,25,25.0,,225,225.0,
12592.0,92,2,0.0,401.6,200.8,18.384776310850235,10,8.0,0.0,288,144.0,28.284271247461902
12593.0,108,3,0.05,382.1,127.36666666666667,63.12102132676034,13,6.666666666666667,2.886751345948129,204,68.0,26.0
12594.0,37,9,0.06140350877192982,3208.2200000000003,356.4688888888889,257.42545180325726,49,12.666666666666666,8.803408430829505,1772,196.88888888888889,150.9556594206097
12596.0,51,2,0.04,450.27,225.135,15.817978695143072,24,12.5,2.1213203435596424,468,234.0,113.13708498984761
12597.0,19,4,0.015228426395939087,3067.1300000000015,766.7825000000004,699.5120823533603,180,49.25,43.084219849035215,2165,541.25,607.4791491620653
12598.0,9,7,0.0,2786.68,398.09714285714284,166.7445020297307,83,18.0,5.597618541248888,1928,275.42857142857144,73.02021898729406
12599.0,29,7,0.0,888.5799999999999,126.93999999999998,39.65907714508749,31,7.857142857142857,3.933978962347216,948,135.42857142857142,63.97618604568719
12600.0,28,10,0.07407407407407407,2311.04,231.10399999999998,99.03286774265065,31,5.4,2.590581230363393,758,75.8,41.864331145047835
12601.0,189,5,0.08695652173913043,479.56000000000006,95.912,29.142146798065514,20,4.6,2.3021728866442674,239,47.8,24.232209969377536
12602.0,58,1,0.0,153.12000000000003,153.12000000000003,,12,12.0,,162,162.0,
12603.0,21,1,1.0,613.1999999999999,613.1999999999999,,1,1.0,,56,56.0,
12604.0,79,2,0.0,236.18,118.09,59.97679718024297,14,7.5,2.1213203435596424,200,100.0,50.91168824543142
12609.0,78,3,0.07017543859649122,964.85,321.6166666666667,89.68371777158512,56,19.0,6.082762530298219,639,213.0,81.29575634681062
12610.0,22,4,0.0,1705.99,426.4975,276.96760825952197,83,25.0,19.026297590440446,1018,254.5,128.68695867621292
12611.0,52,1,0.015384615384615385,1193.32,1193.32,,65,65.0,,846,846.0,
12612.0,74,1,0.0,607.5900000000001,607.5900000000001,,18,18.0,,249,249.0,
12613.0,57,4,0.04794520547945205,2966.9800000000005,741.7450000000001,642.7877816978166,120,36.5,30.04995840263344,1582,395.5,335.7901130170452
12614.0,277,1,0.05,315.59999999999997,315.59999999999997,,20,20.0,,76,76.0,
12615.0,2,4,0.0297029702970297,2093.19,523.2975,97.06097924329158,81,25.25,4.856267428111154,1365,341.25,69.89694795435159
12616.0,95,2,0.0,585.25,292.625,140.3253407264703,24,15.0,7.0710678118654755,269,134.5,65.76093065034893
12617.0,29,1,0.0,352.9800000000002,352.9800000000002,,39,41.0,,210,210.0,
12618.0,21,1,0.0,137.31,137.31,,10,10.0,,95,95.0,
12619.0,16,8,0.1875,2908.8099999999995,363.60124999999994,131.83402860496327,47,10.0,4.035556254807296,3337,417.125,214.76594402811102
12620.0,14,3,0.01098901098901099,1303.4099999999999,434.46999999999997,110.35854429993175,88,30.333333333333332,5.507570547286102,1179,393.0,75.38567503179898
12621.0,1,20,0.08744394618834081,12334.07,616.7035,279.90616717740846,259,22.3,14.600288389365176,7333,366.65,210.02863839812042
12622.0,232,1,0.0,162.09999999999997,162.09999999999997,,10,10.0,,68,68.0,
12623.0,276,1,0.11764705882352941,269.1,269.1,,17,17.0,,189,189.0,
12624.0,106,2,0.027777777777777776,569.13,284.565,29.168154723945086,35,18.0,0.0,351,175.5,43.1335136523794
12625.0,211,2,0.060240963855421686,2367.42,1183.71,509.8381313711246,71,41.5,13.435028842544403,1565,782.5,123.74368670764582
12626.0,23,9,0.07142857142857142,5722.3499999999985,635.8166666666665,413.7413635654524,226,31.11111111111111,19.579609575042888,3313,368.1111111111111,265.09358934367145
12627.0,10,6,0.0,4082.5299999999997,680.4216666666666,233.09700027384872,161,37.333333333333336,11.604596790352808,2730,455.0,225.42315763913874
12628.0,4,3,0.0,715.61,238.53666666666666,66.82943388457912,33,12.666666666666666,3.055050463303893,442,147.33333333333334,46.01449047129973
12630.0,9,2,0.0,1030.88,515.44,93.83306986345482,59,31.0,4.242640687119285,542,271.0,14.142135623730951
12631.0,57,1,0.0,480.50000000000017,480.50000000000017,,30,30.0,,232,232.0,
12633.0,58,4,0.05154639175257732,1906.6300000000003,476.6575000000001,343.19007390220366,72,24.25,12.526638282742368,1136,284.0,223.14867988256918
12635.0,89,2,0.0,1509.1799999999994,754.5899999999997,176.70598461851813,95,49.5,14.849242404917497,1162,581.0,261.6295090390226
12637.0,67,8,0.023746701846965697,5790.249999999998,723.7812499999998,548.7206844870425,204,47.375,24.922379501163206,2974,371.75,298.0166582112962
12638.0,33,1,0.0,511.69,511.69,,38,38.0,,573,573.0,
12639.0,238,1,0.0,366.1,366.1,,21,21.0,,198,198.0,
12640.0,23,3,0.0,994.5799999999999,331.52666666666664,313.5544501890115,46,16.666666666666668,21.361959960016154,301,100.33333333333333,121.96857518776439
12641.0,115,1,0.0,145.9,145.9,,9,9.0,,71,71.0,
12642.0,25,3,0.0,905.26,301.75333333333333,40.080070276052815,38,14.666666666666666,7.234178138070234,546,182.0,85.77295611088614
12643.0,128,6,1.0,3041.6400000000003,506.94000000000005,361.81927112855664,10,3.0,2.280350850198276,1788,298.0,266.2389903827011
